Name,Team,Positon,Age,Apps,HeightCM,WeightKG,Goals,Assists,Passes,Wins,Losses,Yellowcards,Redcards,Fouls,Wins_ratio,Yellowcardsd_ratio,Fouls_ratio,Passes_ratio,Ycards_ratio_dicretized,Fouls_ratio_dicretized,Goals_ratio
Bernd Leno,Arsenal,Goalkeeper,29,95,190.0,83.0,0,0,2665,41,28,2,1,2,0.43157894736842106,0.021052631578947368,0.021052631578947368,28.05263157894737,Low,Low,0.0
RÃºnar Alex RÃºnarsson,Arsenal,Goalkeeper,26,1,186.0,76.0,0,0,9,0,1,0,0,0,0.0,0.0,0.0,9.0,Low,Low,0.0
Karl Hein,Arsenal,Goalkeeper,19,0,193.0,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Mat Ryan,Arsenal,Goalkeeper,29,124,184.0,82.0,0,0,3596,29,55,3,0,2,0.23387096774193547,0.024193548387096774,0.016129032258064516,29.0,Low,Low,0.0
Arthur Okonkwo,Arsenal,Goalkeeper,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
James Hillson,Arsenal,Goalkeeper,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
HÃ©ctor BellerÃ­n,Arsenal,Defender,26,183,178.0,74.0,8,20,8141,99,47,30,0,143,0.5409836065573771,0.16393442622950818,0.7814207650273224,44.486338797814206,High,Medium,0.04371584699453552
Kieran Tierney,Arsenal,Defender,23,40,178.0,70.0,2,3,1561,17,15,6,0,21,0.425,0.15,0.525,39.025,High,Low,0.05
Rob Holding,Arsenal,Defender,25,67,189.0,75.0,0,1,3691,35,20,10,0,51,0.5223880597014925,0.14925373134328357,0.7611940298507462,55.08955223880597,High,Medium,0.0
Calum Chambers,Arsenal,Defender,26,147,182.0,66.0,6,4,6275,51,59,28,1,142,0.3469387755102041,0.19047619047619047,0.9659863945578231,42.68707482993197,High,High,0.04081632653061224
David Luiz,Arsenal,Defender,34,213,189.0,84.0,14,7,11161,120,45,41,4,227,0.5633802816901409,0.19248826291079812,1.0657276995305165,52.39906103286385,High,High,0.06572769953051644
Gabriel MagalhÃ£es,Arsenal,Defender,23,21,190.0,78.0,2,0,1413,9,9,2,1,20,0.42857142857142855,0.09523809523809523,0.9523809523809523,67.28571428571429,Medium,High,0.09523809523809523
CÃ©dric Soares,Arsenal,Defender,29,135,172.0,67.0,2,12,4869,45,52,19,0,87,0.3333333333333333,0.14074074074074075,0.6444444444444445,36.06666666666667,High,Medium,0.014814814814814815
Pablo MarÃ­,Arsenal,Defender,27,12,193.0,87.0,0,0,729,7,3,2,0,10,0.5833333333333334,0.16666666666666666,0.8333333333333334,60.75,High,Medium,0.0
Joel Lopez Salguero,Arsenal,Defender,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Mohamed Elneny,Arsenal,Midfielder,28,68,180.0,70.0,1,3,3401,42,16,9,1,34,0.6176470588235294,0.1323529411764706,0.5,50.01470588235294,High,Low,0.014705882352941176
Emile Smith Rowe,Arsenal,Midfielder,20,20,182.0,79.0,2,4,681,10,5,0,0,5,0.5,0.0,0.25,34.05,Low,Low,0.1
Granit Xhaka,Arsenal,Midfielder,28,159,185.0,82.0,9,15,11648,81,43,42,3,233,0.5094339622641509,0.2641509433962264,1.4654088050314464,73.25786163522012,High,High,0.05660377358490566
Bukayo Saka,Arsenal,Midfielder,19,57,178.0,65.0,6,8,1620,23,18,7,0,47,0.40350877192982454,0.12280701754385964,0.8245614035087719,28.42105263157895,Medium,Medium,0.10526315789473684
Thomas Partey,Arsenal,Midfielder,27,22,185.0,77.0,0,2,1000,9,8,5,0,15,0.4090909090909091,0.22727272727272727,0.6818181818181818,45.45454545454545,High,Medium,0.0
Martin Ãdegaard,Arsenal,Midfielder,22,12,178.0,68.0,1,0,434,5,4,0,0,1,0.4166666666666667,0.0,0.08333333333333333,36.166666666666664,Low,Low,0.08333333333333333
Ben Cottrell,Arsenal,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Miguel Azeez,Arsenal,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Dani Ceballos,Arsenal,Midfielder,24,49,179.0,70.0,0,5,2523,21,17,5,0,42,0.42857142857142855,0.10204081632653061,0.8571428571428571,51.48979591836735,Medium,Medium,0.0
Alexandre Lacazette,Arsenal,Forward,29,127,175.0,73.0,50,18,2508,57,40,14,0,160,0.44881889763779526,0.11023622047244094,1.2598425196850394,19.748031496062993,Medium,High,0.3937007874015748
Pierre-Emerick Aubameyang,Arsenal,Forward,31,112,187.0,80.0,64,15,2411,52,36,5,1,41,0.4642857142857143,0.044642857142857144,0.36607142857142855,21.526785714285715,Low,Low,0.5714285714285714
Nicolas PÃ©pÃ©,Arsenal,Forward,31,58,182.6875,78.84375,11,7,1246,23,19,5,1,24,0.39655172413793105,0.08620689655172414,0.41379310344827586,21.482758620689655,Medium,Low,0.1896551724137931
Reiss Nelson,Arsenal,Forward,21,22,175.0,71.0,1,0,303,10,6,1,0,10,0.45454545454545453,0.045454545454545456,0.45454545454545453,13.772727272727273,Low,Low,0.045454545454545456
Eddie Nketiah,Arsenal,Forward,21,38,175.0,72.0,5,1,258,15,16,0,1,28,0.39473684210526316,0.0,0.7368421052631579,6.7894736842105265,Low,Medium,0.13157894736842105
Gabriel Martinelli,Arsenal,Forward,19,26,180.0,75.0,4,1,254,9,6,1,0,18,0.34615384615384615,0.038461538461538464,0.6923076923076923,9.76923076923077,Low,Medium,0.15384615384615385
Willian,Arsenal,Forward,32,259,175.0,77.0,38,38,8898,148,56,21,1,135,0.5714285714285714,0.08108108108108109,0.5212355212355212,34.35521235521235,Medium,Low,0.14671814671814673
Folarin Balogun,Arsenal,Forward,19,0,178.0,66.0,0,0,0,0,0,0,0,0,,,,,,,
Tom Heaton,Aston Villa,Goalkeeper,35,116,188.0,85.0,0,0,3290,34,55,5,0,2,0.29310344827586204,0.04310344827586207,0.017241379310344827,28.362068965517242,Low,Low,0.0
Jed Steer,Aston Villa,Goalkeeper,28,2,183.0,80.0,0,0,32,0,2,0,0,0,0.0,0.0,0.0,16.0,Low,Low,0.0
Emiliano MartÃ­nez,Aston Villa,Goalkeeper,28,50,195.0,88.0,0,0,1425,22,20,2,0,2,0.44,0.04,0.04,28.5,Low,Low,0.0
Akos Onodi,Aston Villa,Goalkeeper,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Oliwer Zych,Aston Villa,Goalkeeper,16,0,179.0,75.0,0,0,0,0,0,0,0,0,,,,,,,
Neil Taylor,Aston Villa,Defender,32,146,176.0,64.0,0,5,5500,48,63,22,0,122,0.3287671232876712,0.1506849315068493,0.8356164383561644,37.67123287671233,High,Medium,0.0
Ezri Konsa Ngoyo,Aston Villa,Defender,23,58,183.0,77.0,3,2,1991,20,26,6,0,34,0.3448275862068966,0.10344827586206896,0.5862068965517241,34.327586206896555,Medium,Medium,0.05172413793103448
Matt Targett,Aston Villa,Defender,25,106,183.0,70.0,2,7,3742,37,42,14,0,62,0.3490566037735849,0.1320754716981132,0.5849056603773585,35.301886792452834,Medium,Medium,0.018867924528301886
BjÃ¶rn Engels,Aston Villa,Defender,26,17,193.0,83.0,1,0,647,3,12,1,0,5,0.17647058823529413,0.058823529411764705,0.29411764705882354,38.05882352941177,Medium,Low,0.058823529411764705
Ahmed El Mohamady,Aston Villa,Defender,33,196,183.0,75.0,6,13,7041,51,95,14,1,158,0.2602040816326531,0.07142857142857142,0.8061224489795918,35.923469387755105,Medium,Medium,0.030612244897959183
Kortney Hause,Aston Villa,Defender,25,22,191.0,77.0,2,0,940,5,11,4,0,26,0.22727272727272727,0.18181818181818182,1.1818181818181819,42.72727272727273,High,High,0.09090909090909091
Tyrone Mings,Aston Villa,Defender,28,84,196.0,77.0,4,4,3507,26,41,12,1,48,0.30952380952380953,0.14285714285714285,0.5714285714285714,41.75,High,Low,0.047619047619047616
Matthew Cash,Aston Villa,Defender,23,28,185.0,73.67647058823529,0,2,1008,13,12,6,1,35,0.4642857142857143,0.21428571428571427,1.25,36.0,High,High,0.0
Jake Walker,Aston Villa,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Sil Swinkels,Aston Villa,Defender,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Frankie Ealing,Aston Villa,Defender,16,0,179.0,75.0,0,0,0,0,0,0,0,0,,,,,,,
Douglas Luiz,Aston Villa,Midfielder,23,67,175.0,66.0,3,4,2567,21,33,16,1,107,0.31343283582089554,0.23880597014925373,1.5970149253731343,38.3134328358209,High,High,0.04477611940298507
John McGinn,Aston Villa,Midfielder,26,62,178.0,68.0,5,8,1989,19,29,12,0,75,0.3064516129032258,0.1935483870967742,1.2096774193548387,32.08064516129032,High,High,0.08064516129032258
Henri Lansbury,Aston Villa,Midfielder,30,13,183.0,78.0,0,0,115,4,8,1,0,5,0.3076923076923077,0.07692307692307693,0.38461538461538464,8.846153846153847,Medium,Low,0.0
Jack Grealish,Aston Villa,Midfielder,25,93,175.0,68.0,15,16,2946,27,50,15,0,83,0.2903225806451613,0.16129032258064516,0.8924731182795699,31.677419354838708,High,High,0.16129032258064516
Marvelous Nakamba,Aston Villa,Midfielder,27,40,178.0,71.0,0,0,1003,14,19,7,0,34,0.35,0.175,0.85,25.075,High,Medium,0.0
TrÃ©zÃ©guet,Aston Villa,Midfielder,26,55,180.0,71.0,8,2,652,17,28,2,1,74,0.3090909090909091,0.03636363636363636,1.3454545454545455,11.854545454545455,Low,High,0.14545454545454545
Anwar El Ghazi,Aston Villa,Midfielder,26,59,188.0,90.0,12,4,923,15,31,5,0,35,0.2542372881355932,0.0847457627118644,0.5932203389830508,15.64406779661017,Medium,Medium,0.2033898305084746
Ross Barkley,Aston Villa,Midfielder,27,226,189.0,76.0,28,28,8412,98,71,18,0,167,0.4336283185840708,0.07964601769911504,0.7389380530973452,37.2212389380531,Medium,Medium,0.12389380530973451
Callum Rowe,Aston Villa,Midfielder,21,0,179.64,74.0,0,0,0,0,0,0,0,0,,,,,,,
Harrison Sohna,Aston Villa,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Benjamin Chrisene,Aston Villa,Midfielder,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Kaine Hayden,Aston Villa,Midfielder,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Arjan Raikhy,Aston Villa,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Brad Young,Aston Villa,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Lamar Bogarde,Aston Villa,Midfielder,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Hayden Lindley,Aston Villa,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Edward Rowe,Aston Villa,Midfielder,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Taylor Jay-Hart,Aston Villa,Midfielder,17,0,179.0,69.0,0,0,0,0,0,0,0,0,,,,,,,
Morgan Sanson,Aston Villa,Midfielder,26,9,180.0,73.0,0,0,138,2,4,3,0,6,0.2222222222222222,0.3333333333333333,0.6666666666666666,15.333333333333334,High,Medium,0.0
Jacob Ramsey,Aston Villa,Midfielder,19,20,179.58823529411762,69.38461538461539,0,0,197,8,7,0,0,11,0.4,0.0,0.55,9.85,Low,Low,0.0
Carney Chukwuemeka,Aston Villa,Midfielder,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Jaden Philogene-Bidace,Aston Villa,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Kaine Hayden,Aston Villa,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Wesley,Aston Villa,Forward,24,23,191.0,93.0,5,1,371,6,13,3,0,43,0.2608695652173913,0.13043478260869565,1.8695652173913044,16.130434782608695,Medium,High,0.21739130434782608
Keinan Davis,Aston Villa,Forward,23,32,191.0,68.0,1,1,209,6,15,0,0,15,0.1875,0.0,0.46875,6.53125,Low,Low,0.03125
Ollie Watkins,Aston Villa,Forward,25,34,180.0,70.0,13,4,741,14,14,2,1,43,0.4117647058823529,0.058823529411764705,1.2647058823529411,21.794117647058822,Medium,High,0.38235294117647056
Bertrand TraorÃ©,Aston Villa,Forward,25,43,181.0,73.0,8,6,789,14,18,1,0,32,0.32558139534883723,0.023255813953488372,0.7441860465116279,18.348837209302324,Low,Medium,0.18604651162790697
Mungo Bridge,Aston Villa,Forward,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Michael Tait,Aston Villa,Forward,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Louie Barry,Aston Villa,Forward,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Jason Steele,Brighton and Hove Albion,Goalkeeper,30,0,188.0,79.0,0,0,0,0,0,0,0,0,,,,,,,
Christian Walton,Brighton and Hove Albion,Goalkeeper,25,0,182.0,75.0,0,0,0,0,0,0,0,0,,,,,,,
Robert SÃ¡nchez,Brighton and Hove Albion,Goalkeeper,23,25,197.0,73.67647058823529,0,0,901,6,9,1,0,2,0.24,0.04,0.08,36.04,Low,Low,0.0
Thomas McGill,Brighton and Hove Albion,Goalkeeper,21,0,179.64,74.0,0,0,0,0,0,0,0,0,,,,,,,
Ben White,Leeds United,Defender,23,34,182.0,78.0,0,0,1635,8,12,3,1,28,0.23529411764705882,0.08823529411764706,0.8235294117647058,48.088235294117645,Medium,Medium,0.0
Tariq Lamptey,Brighton and Hove Albion,Defender,20,20,178.55,71.85714285714286,1,2,552,5,8,4,1,34,0.25,0.2,1.7,27.6,High,High,0.05
Lewis Dunk,Brighton and Hove Albion,Defender,29,142,192.0,88.0,11,5,7374,35,61,26,3,99,0.24647887323943662,0.18309859154929578,0.6971830985915493,51.929577464788736,High,Medium,0.07746478873239436
Adam Webster,Brighton and Hove Albion,Defender,26,58,191.0,75.0,3,1,3533,13,21,7,0,34,0.22413793103448276,0.1206896551724138,0.5862068965517241,60.91379310344828,Medium,Medium,0.05172413793103448
Dan Burn,Brighton and Hove Albion,Defender,29,68,198.0,87.0,0,0,2755,17,27,10,0,70,0.25,0.14705882352941177,1.0294117647058822,40.51470588235294,High,High,0.0
JoÃ«l Veltman,Brighton and Hove Albion,Defender,29,28,184.0,75.0,1,1,1249,6,11,3,0,34,0.21428571428571427,0.10714285714285714,1.2142857142857142,44.607142857142854,Medium,High,0.03571428571428571
Michal Karbownik,Brighton and Hove Albion,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Romaric Yapi,Brighton and Hove Albion,Defender,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Yves Bissouma,Brighton and Hove Albion,Midfielder,24,84,182.0,80.0,2,0,2920,20,37,17,1,122,0.23809523809523808,0.20238095238095238,1.4523809523809523,34.76190476190476,High,High,0.023809523809523808
Alexis Mac Allister,Brighton and Hove Albion,Midfielder,22,28,174.0,72.0,1,1,447,7,11,1,0,21,0.25,0.03571428571428571,0.75,15.964285714285714,Low,Medium,0.03571428571428571
Pascal GroÃ,Brighton and Hove Albion,Midfielder,29,124,181.0,78.0,15,22,4247,27,54,10,0,86,0.21774193548387097,0.08064516129032258,0.6935483870967742,34.25,Medium,Medium,0.12096774193548387
Adam Lallana,Brighton and Hove Albion,Midfielder,33,224,172.0,73.0,31,29,7228,103,58,17,0,158,0.45982142857142855,0.07589285714285714,0.7053571428571429,32.267857142857146,Medium,Medium,0.13839285714285715
Solly March,Brighton and Hove Albion,Midfielder,26,111,180.0,88.0,4,8,2602,25,49,6,0,94,0.22522522522522523,0.05405405405405406,0.8468468468468469,23.44144144144144,Low,Medium,0.036036036036036036
Davy PrÃ¶pper,Brighton and Hove Albion,Midfielder,29,107,185.0,79.0,2,7,4477,27,46,8,1,106,0.2523364485981308,0.07476635514018691,0.9906542056074766,41.8411214953271,Medium,High,0.018691588785046728
Steven Alzate,Brighton and Hove Albion,Midfielder,22,32,180.0,75.0,1,0,996,7,14,3,0,36,0.21875,0.09375,1.125,31.125,Medium,High,0.03125
Lars Dendoncker,Brighton and Hove Albion,Midfielder,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Reda Khadra,Brighton and Hove Albion,Midfielder,19,1,179.58823529411762,69.38461538461539,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,Low,Low,0.0
Jensen Weir,Brighton and Hove Albion,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
MoisÃ©s Caicedo,Brighton and Hove Albion,Midfielder,19,0,178.0,73.0,0,0,0,0,0,0,0,0,,,,,,,
Jakub Moder,Brighton and Hove Albion,Midfielder,22,10,188.0,78.0,0,0,181,3,4,0,0,10,0.3,0.0,1.0,18.1,Low,High,0.0
Peter Gwargis,Brighton and Hove Albion,Midfielder,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Teddy Jenks,Brighton and Hove Albion,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Leandro Trossard,Brighton and Hove Albion,Forward,26,64,172.0,61.0,9,8,1678,13,26,2,0,41,0.203125,0.03125,0.640625,26.21875,Low,Medium,0.140625
Neal Maupay,Brighton and Hove Albion,Forward,24,70,173.0,69.0,18,5,1318,17,28,4,1,65,0.24285714285714285,0.05714285714285714,0.9285714285714286,18.82857142857143,Low,High,0.2571428571428571
Alireza Jahanbakhsh,Brighton and Hove Albion,Forward,27,48,180.0,76.0,2,1,587,9,25,4,0,26,0.1875,0.08333333333333333,0.5416666666666666,12.229166666666666,Medium,Low,0.041666666666666664
JosÃ© Izquierdo,Brighton and Hove Albion,Forward,28,48,171.0,73.0,5,4,735,13,20,3,0,26,0.2708333333333333,0.0625,0.5416666666666666,15.3125,Medium,Low,0.10416666666666667
Aaron Connolly,Brighton and Hove Albion,Forward,21,40,179.64,74.0,5,2,231,10,18,0,0,22,0.25,0.0,0.55,5.775,Low,Low,0.125
Andi Zeqiri,Brighton and Hove Albion,Forward,21,8,181.0,72.0,0,0,34,3,2,0,0,2,0.375,0.0,0.25,4.25,Low,Low,0.0
Danny Welbeck,Brighton and Hove Albion,Forward,30,247,185.0,73.0,50,21,4182,120,72,13,0,140,0.48582995951417,0.05263157894736842,0.5668016194331984,16.931174089068826,Low,Low,0.20242914979757085
Percy Tau,Brighton and Hove Albion,Forward,27,3,175.0,75.97619047619048,0,1,27,1,1,0,0,0,0.3333333333333333,0.0,0.0,9.0,Low,Low,0.0
Florin Andone,Brighton and Hove Albion,Forward,28,26,180.0,78.0,4,0,177,5,14,5,1,30,0.19230769230769232,0.19230769230769232,1.1538461538461537,6.8076923076923075,High,High,0.15384615384615385
Nick Pope,Burnley,Goalkeeper,29,105,191.0,76.0,0,0,2945,38,38,5,0,3,0.3619047619047619,0.047619047619047616,0.02857142857142857,28.047619047619047,Low,Low,0.0
Bailey Peacock-Farrell,Burnley,Goalkeeper,24,4,193.0,73.0,0,0,106,0,4,0,0,0,0.0,0.0,0.0,26.5,Low,Low,0.0
Will Norris,Burnley,Goalkeeper,27,1,195.0,74.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,Low,Low,0.0
Matthew Lowton,Burnley,Defender,31,204,180.0,78.0,3,13,6565,59,97,40,0,162,0.28921568627450983,0.19607843137254902,0.7941176470588235,32.181372549019606,High,Medium,0.014705882352941176
Charlie Taylor,Burnley,Defender,27,100,176.0,70.0,0,3,3121,30,44,9,0,47,0.3,0.09,0.47,31.21,Medium,Low,0.0
James Tarkowski,Burnley,Defender,28,157,185.0,81.0,6,3,5003,58,65,30,0,146,0.36942675159235666,0.1910828025477707,0.9299363057324841,31.866242038216562,High,High,0.03821656050955414
Ben Mee,Burnley,Defender,31,195,180.0,74.0,6,4,7183,59,89,39,0,133,0.30256410256410254,0.2,0.6820512820512821,36.83589743589744,High,Medium,0.03076923076923077
Erik Pieters,Burnley,Defender,32,213,183.0,84.0,1,12,7343,68,87,35,0,325,0.3192488262910798,0.1643192488262911,1.5258215962441315,34.47417840375587,High,High,0.004694835680751174
Phil Bardsley,Burnley,Defender,35,303,180.0,74.0,7,5,9336,101,132,79,2,333,0.3333333333333333,0.2607260726072607,1.099009900990099,30.81188118811881,High,High,0.0231023102310231
Kevin Long,Burnley,Defender,30,42,188.0,83.0,1,3,1285,9,18,3,0,35,0.21428571428571427,0.07142857142857142,0.8333333333333334,30.595238095238095,Medium,Medium,0.023809523809523808
Richard Nartey,Burnley,Defender,22,0,184.0,84.0,0,0,0,0,0,0,0,0,,,,,,,
Jimmy Dunne,Burnley,Defender,23,2,183.0,75.0,1,0,87,0,2,0,0,1,0.0,0.0,0.5,43.5,Low,Low,0.5
Anthony Driscoll-Glennon,Burnley,Defender,21,0,181.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Jack Cork,Burnley,Midfielder,31,278,183.0,70.0,8,9,11483,100,111,34,0,230,0.3597122302158273,0.1223021582733813,0.8273381294964028,41.305755395683455,Medium,Medium,0.02877697841726619
JÃ³hann Gudmundsson,Burnley,Midfielder,30,116,186.0,78.0,9,17,2121,33,55,7,0,52,0.28448275862068967,0.0603448275862069,0.4482758620689655,18.28448275862069,Medium,Low,0.07758620689655173
Josh Brownhill,Burnley,Midfielder,25,41,180.0,69.0,0,1,1445,14,16,4,0,42,0.34146341463414637,0.0975609756097561,1.024390243902439,35.24390243902439,Medium,High,0.0
Dwight McNeil,Burnley,Midfielder,21,94,183.0,68.0,7,16,2529,32,40,8,0,55,0.3404255319148936,0.0851063829787234,0.5851063829787234,26.904255319148938,Medium,Medium,0.07446808510638298
Robbie Brady,Burnley,Midfielder,29,160,176.0,71.0,10,13,3619,45,81,18,1,136,0.28125,0.1125,0.85,22.61875,Medium,Medium,0.0625
Ashley Westwood,Burnley,Midfielder,31,257,175.0,80.0,12,28,11735,75,122,45,0,227,0.2918287937743191,0.17509727626459143,0.8832684824902723,45.66147859922179,High,High,0.04669260700389105
Dale Stephens,Burnley,Midfielder,31,106,169.0,71.0,1,5,4904,25,51,21,1,144,0.2358490566037736,0.19811320754716982,1.3584905660377358,46.264150943396224,High,High,0.009433962264150943
Anthony Mancini,Burnley,Midfielder,20,0,180.0,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Lewis Richardson,Burnley,Midfielder,18,2,184.0,74.0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.5,Low,Low,0.0
Josh Benson,Burnley,Midfielder,21,6,179.64,74.0,0,0,79,2,3,0,0,4,0.3333333333333333,0.0,0.6666666666666666,13.166666666666666,Low,Medium,0.0
